name,year,radius
XO-5 b,2008,12.780
XO-6 b,2016,23.203
XO-7 b,2019,15.390
YSES 2 b,2021,12.700
YZ Cet b,2017,0.913
YZ Cet c,2017,1.050
YZ Cet d,2017,1.030
alf Ari b,2010,13.400
alf Tau b,2015,12.700
b Cen AB b,2021,12.400
bet Cnc b,2014,12.600
bet Pic b,2008,18.495
bet Pic c,2019,12.500
bet UMi b,2014,12.700
eps CrB b,2012,12.700
eps Eri b,2000,14.100
eps Ind A b,2019,12.700
eps Tau b,2006,12.700
gam Cep b,2003,12.700
gam Lib b,2018,13.700
gam Lib c,2018,12.800
gam Psc b,2021,13.600
gam1 Leo b,2009,12.500
iot Dra b,2002,12.400
iot Dra c,2022,12.200
kap And b,2012,12.300
kap CrB b,2007,13.400
mu Leo b,2014,13.300
mu2 Sco b,2022,12.300
nu Oct A b,2016,13.300
nu Oph b,2012,12.000
nu Oph c,2012,12.000
ome Ser b,2013,14.000
omi CrB b,2012,13.700
omi UMa b,2012,13.000
pi Men c,2018,2.060
pi Men d,2022,3.720
psi1 Dra B b,2015,13.500
rho CrB b,1997,13.700
rho CrB c,2016,5.780
rho CrB d,2023,4.940
rho CrB e,2023,1.770
tau Boo b,1996,12.800
tau Cet e,2017,1.810
tau Cet f,2017,1.810
tau Cet g,2017,1.180
tau Cet h,2017,1.190
tau Gem b,2013,12.100
ups And b,1996,14.000
ups And c,1999,12.300
ups And d,1999,12.500
ups Leo b,2021,14.200
xi Aql b,2007,13.400
